Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
1289,"걱정마세요. 치질수술은 수술도 아니래요.",우미,dysphoria,dysphoria,163,1
1290,"지몸땡이 아니라고 하는 소리 봐라. 걷지도못하고 앉지도 못하고 그거처럼 애말리는게 없다.",과자,dysphoria,dysphoria,163,2
1291,"드세요 어머니. 사과가 딴딴한게 맛있네요.",우미,neutral,neutral,163,3
1292,"맛있으면 너나 먹든가. 인정머리없긴. 아파트라도 빨리 얻어줘야 밥이라도 해먹일텐데.",과자,dysphoria,dysphoria,163,4
1293,"어머니, 지금 이상황에 이런 말씀 드리기 죄송한데요. 혼수애비한테 말한돈, 마련하기 어려울거에요.",우미,dysphoria,dysphoria,163,5
1294,"그게 무슨 소리냐?",과자,dysphoria,dysphoria,163,6
1295,"혼수애비 돈 없어요. 얼마전에 주유소 인수한것도 다 은행 빚으로 했대요.",우미,dysphoria,dysphoria,163,7
1296,"주유소는 그렇다쳐도 매일 들오는게 현찰이잖아. 찜질방하고 그뭐냐, 헬스클럽이랑 예식장에서 들오는 돈은 다 엇다쓴다니?",과자,dysphoria,dysphoria,163,8
1297,"그거 다 빚으로 시작한건데 벌어봤자 빚갚는데 나가죠. 물려받은거 한푼없이 빈털털이로 시작한거 어머니도 아시잖아요.",우미,dysphoria,dysphoria,163,9
1298,"그래서, 하나밖에 없는 형 방하나도 못해준다고?",과자,dysphoria,dysphoria,163,10
1299,"사정이 좀 그래서요.",우미,dysphoria,dysphoria,163,11
1300,"니가 해주지 말라고 니신랑 꼬셨냐, 아니면 니신랑이 너보고 말하라 하디?",과자,dysphoria,dysphoria,163,12
1301,"그런거 아니에요 어머니. 전 그냥 혼수애비가 그만한 돈이 없다고,",우미,dysphoria,dysphoria,163,13
1302,"됐다. 돈이 있든 없든, 그런말은 혼수애비가 직접 해야지 니가 뭔데 나서? 누가 너보고 해달라디?",과자,dysphoria,dysphoria,163,14
1303,"당신이 그런 소릴 뭐하러 해?",현찰,dysphoria,dysphoria,164,0
1304,"그럼 나라도 해야지 누가 해?",우미,dysphoria,dysphoria,164,1
1305,"어머니 뭐라셔?",현찰,dysphoria,dysphoria,164,2
1306,"뻔하지. 돈 쌓아놓고 안해주는줄 아시지. 그 돈 다 벌어서 뭐하?. 거봐, 뭐하러 있는척해?",우미,dysphoria,dysphoria,164,3
1307,"당신이 왜 나서? 해도 내가 해.",현찰,dysphoria,dysphoria,164,4
1308,"어쩜 어머니랑 똑같이 말하냐? 그런 돈 있으면 나좀 줘봐. 내가 돈 말만하면 벌벌 떨면서 어머니가 해달라면 빚을 내서라도 해주지?",우미,dysphoria,dysphoria,164,5
1309,"분위기 봐가면서 말해라. 지금 분가 얘기 할때야?",현찰,dysphoria,dysphoria,164,6
1310,"그럼 언제까지 기다려? 이러다 평생 못해. 이래서 못하고 저래서 못하고, 난 무조건 분가할거야.",우미,dysphoria,dysphoria,164,7
1311,"이상이 방좀 깨끗하게 치워놔라. 짐 정리할거 하고.",과자,dysphoria,dysphoria,165,0
1312,"도련님 방을요?",우미,neutral,neutral,165,1
1313,"돈도 못해준다는데 어쩌겠냐? 델꾸 들와야지.",과자,dysphoria,dysphoria,165,2
1314,"집으로요?",우미,dysphoria,dysphoria,165,3
1315,"너같으면 그런데서 살고 싶냐? 인정머리 없기는.",과자,dysphoria,dysphoria,165,4
1316,"왜 이렇게 안올라? 팍팍 좀 올라주지. 한방이면 끝나는데,",건강,dysphoria,dysphoria,166,0
1317,"안에 있냐?",과자,neutral,neutral,166,1
1318,"어엉. 문열렸어.",건강,neutral,neutral,166,2
1319,"쯧쯧... 꼬라지 봐라. 밥은 먹었다니?",과자,dysphoria,dysphoria,166,3
1320,"겁나서 못먹겠어. 들어가면 나올거 아냐.",건강,dysphoria,dysphoria,166,4
1321,"나올거 무서워서 못먹으면 어째? 자꾸 먹어서 밀어내 버릇해야지. 이게 뭐라니?",과자,dysphoria,dysphoria,166,5
1322,"여자라면 지긋지긋해.",건강,dysphoria,dysphoria,166,6
1323,"일어나.",과자,dysphoria,dysphoria,166,7
1324,"왜?",건강,dysphoria,dysphoria,166,8
1325,"이런꼴 더는 못보겠다. 집에 가게 일어나.",과자,dysphoria,dysphoria,166,9
1326,"이상이도 똑같은 소리 하든데. 싫어.",건강,dysphoria,dysphoria,166,10
1327,"일단 들어가.",과자,dysphoria,dysphoria,166,11
1328,"엄마 생각해봐. 나 아부지랑 한집에 못살아. 아부지도 괴롭지만 나도 괴로워.",건강,dysphoria,dysphoria,166,12
1329,"눈 딱감고 잘못했어요 한번만해. 머리 숙이고 들어가는데 설마 패죽이겠냐? 첨에 한번만 부딪히면 그담엔 쉬워.",과자,dysphoria,dysphoria,166,13
1330,"싫다니까. 나 병나.",건강,dysphoria,dysphoria,166,14
1331,"이런 꼬라지로 사는거 보단 낫지. 집에 오면 뜨신밥이라도 해먹이고 빨래라도 해입힐거 아냐. 얼른 일어나!",과자,dysphoria,dysphoria,166,15
1332,"싫다니까. 그냥 없는 자식 취급해.",건강,dysphoria,dysphoria,166,16
1333,"카드연체 한두번해요? 막으면 될거 아네요. 갚는다구요. 안받을려면 맘대로 하세요.",청난,dysphoria,dysphoria,167,0
1334,"알았으니까 쫌만 기다리세요. 아무때나 전화하지 마시구요.",청난,dysphoria,dysphoria,167,1
1335,"뭐하냐? 나 환자다?",건강,dysphoria,dysphoria,167,2
1336,"오빠, 이 바지 무지 잘 어울려.",청난,euphoria,euphoria,167,3
1337,"울아부지한테 뒤지게 혼났다. 그래도 이 바지가 편하드라?",건강,dysphoria,dysphoria,167,4
1338,"치질수술한 사람들한테 딱이야. 오빠 뭐 먹을래?",청난,euphoria,euphoria,167,5
1339,"넌 왜 이런데서 만나자 그러냐? 나 이런 후진데 안다니는거 알면서.",건강,dysphoria,dysphoria,167,6
1340,"오빠네 동네에선 젤 깨끗하고 좋은 집이야. 아파서 멀리도 못나가잖아.",청난,euphoria,euphoria,167,7
1341,"그나저나 먹는것도 겁난다야.",건강,dysphoria,dysphoria,167,8
1342,"아직도 아퍼?",청난,dysphoria,dysphoria,167,9
1343,"딴사람들은 금방 괜찮다든데 난 왜 이렇게 오래가냐?",건강,dysphoria,dysphoria,167,10
1344,"다쌌어요 어머니. 근데 무슨 옷이 이렇게 많아요?",우미,neutral,neutral,168,0
1345,"걔가 보통 멋쟁이냐? 어려서부터 이름있는거 아니면 몸땡이에 걸치지도 않았어.",과자,dysphoria,dysphoria,168,1
1346,"다 명품이면 돈이 얼만데...그돈으로 집을 샀으면 아파트 한채는 샀을텐데, 어머니, 저거는요? 놔두고 가요?",우미,dysphoria,dysphoria,168,2
1347,"놔두고 가긴. 얼른 챙겨라. 저게 젤 귀한거다.",과자,neutral,neutral,168,3
1348,"오 오빠. 도, 도둑이 들었나봐. 빨랑 경찰에 신고해. 빨랑.",청난,dysphoria,dysphoria,169,0
1349,"신고할거 없다. 아 진짜, 울엄마 못말린다.",건강,dysphoria,dysphoria,169,1
1350,"전화하면 바로바로 받아줄수 없니? 니가 전화 안받으면 불안해. 같이 저녁먹자고. 샵으로 데리러 갈께.",재수,dysphoria,dysphoria,170,0
1351,"아부지. 일찍 오시네요? 공부 잘 돼세요?",이상,euphoria,euphoria,171,0
1352,"잘될턱이 있냐? 집구석이 이모양인데. 책을 봐도 머릿속에 하나도 안들와.",순경,dysphoria,dysphoria,171,1
1353,"쉬엄쉬엄 하세요.",이상,neutral,neutral,171,2
1354,"이번엔 무슨일이 있어도 경위 달아야지. 이럴때마다 그놈 생각이 안날수가 없다. 그놈땜에 진급에서도 번번히 밀려나고 이게 뭐냐?",순경,dysphoria,dysphoria,171,3
1355,"잊어버리세요. 되새겨 봤자 속만 상하시죠.",이상,dysphoria,dysphoria,171,4
1356,"퇴근하는 길이냐?",순경,neutral,neutral,171,5
1357,"아니요. 옷만 갈아입고 바로 나가봐야돼요.",이상,neutral,neutral,171,6
1358,"엄마.",건강,neutral,neutral,172,0
1359,"벌써 오실리가 없는데. 누구세요?",과자,dysphoria,dysphoria,172,1
1360,"엄마 막내아들입니다.",이상,neutral,neutral,172,2
1361,"이상이다. 거봐, 이시간에 안오신다니까. 걱정말고 어여 뜯어.",과자,euphoria,euphoria,172,3
1362,"아 짜식. 놀랬네. 얜 아무때나 들락거려?",건강,euphoria,euphoria,172,4
1363,"큰형?",이상,euphoria,euphoria,172,5
1364,"경찰이 한가하다? 벌써 퇴근하냐?",건강,euphoria,euphoria,172,6
1365,"뭐하는 짓들이야?",순경,dysphoria,dysphoria,172,7
1366,"보면 몰라요? 밥먹지.",과자,dysphoria,dysphoria,172,8
1367,"아, 아부지 오셨어요?",건강,dysphoria,dysphoria,172,9
1368,"내말이 말같지가 않아? 얼굴 보이지도 말라고 한거 까먹었어?",순경,dysphoria,dysphoria,172,10
1369,"아부지.",이상,dysphoria,dysphoria,172,11
1370,"당장 나가!",순경,dysphoria,dysphoria,172,12
1371,"나가긴 어딜 나가요? 오늘부터 이집에서 살기로 했으니까 그렇게 알아요.",과자,dysphoria,dysphoria,172,13
1372,"뭐?",순경,dysphoria,dysphoria,172,14
1373,"난 내자식 그모양 그꼬라지로 사는꼴 더는 못봐요. 정 꼴뵈기 싫으면 나가살게 돈을 해주든가, 아니면 눈딱 감아요.",과자,dysphoria,dysphoria,172,15
1374,"뭐, 뭐야? 어디서 순.",순경,dysphoria,dysphoria,172,16
1375,"아부지.",이상,dysphoria,dysphoria,172,17
1376,"당장 나가지 못해?",순경,dysphoria,dysphoria,172,18
1377,"못나가요.",과자,dysphoria,dysphoria,172,19
1378,"저리 비켜.",순경,dysphoria,dysphoria,172,20
1379,"못비켜요. 건강이 때릴려면 차라리 날 때려요.",과자,dysphoria,dysphoria,172,21
1380,"나가. 당장 나가.",순경,dysphoria,dysphoria,172,22
1381,"병원 안가봐도 되겠어?",이상,dysphoria,dysphoria,173,0
1382,"가봤자야.",건강,dysphoria,dysphoria,173,1
1383,"차라리 잘됐다. 아프긴해도 그 덕에 아부지 암말도 못하고 넘어갔잖아.",과자,dysphoria,dysphoria,173,2
1384,"그래도 한마딘 하셨지. 집안에서 마주쳐도 아는척 하지말고 인사도 하지 말아라.",건강,dysphoria,dysphoria,173,3
1385,"형. 그정도면 양호하게 넘어가신거야. 똥집에 고마워해.",이상,dysphoria,dysphoria,173,4
1386,"어어 하지마. 근처도 오지마라. 이봐라. 진땀 나는거.",건강,dysphoria,dysphoria,173,5
1387,"엄살은. 영역표시는 확실히 하는구만. 유리는 왜 깨먹었어?",이상,dysphoria,dysphoria,173,6
1388,"느이 형수가 날르다가 깨먹었다. 걔손에 넘어가면 남아나는게 없다.",과자,dysphoria,dysphoria,173,7
1389,"저게 언제적건데 아직도 갖고 다녀? 떼버려. 방분위기랑 안어울려.",이상,dysphoria,dysphoria,173,8
1390,"이거 원래 내방이었다? 눈치주지마라.",건강,dysphoria,dysphoria,173,9
1391,"이왕 집에 들온거 엄마 걱정 안하시게 건강이나 신경쓰셔, 건강이형.",이상,dysphoria,dysphoria,173,10
1392,"그래도 할건 다 하니 걱정마라.",건강,neutral,neutral,173,11
1393,"어디가서 밥이나 먹자.",솔이,neutral,neutral,174,0
1394,"나 밥순이야. 빨리가서 저녁 해야돼. 가. 어머니.",우미,dysphoria,dysphoria,174,1
1395,"오랜만이네유, 안사돈.",솔이,neutral,neutral,174,2
1396,"그러게요.",과자,dysphoria,dysphoria,174,3
1397,"엊지냑에 꿈자리가 겁나게 사납드만, 안사돈 만날라고 그랬는갑네유, 오호호호.",솔이,dysphoria,dysphoria,174,4
1398,"사돈 남말하시는건 여전하네요.",과자,dysphoria,dysphoria,174,5
1399,"다녀왔습니다.",어영,neutral,neutral,175,0
1400,"언니 일찍왔네?",부영,neutral,neutral,175,1
1401,"늦을거라더니. 밥은?",범인,neutral,neutral,175,2
1402,"점심을 늦게 먹었더니 생각 없어요. 좀 쉴게요.",어영,dysphoria,dysphoria,175,3
1403,"그래라.",범인,neutral,neutral,175,4
1404,"언니 먹을것좀 해줘야겠다.",범인,neutral,neutral,176,0
1405,"요새 힘든가봐요.",부영,dysphoria,dysphoria,176,1
1406,"너한테 무슨말 안하디?",범인,neutral,neutral,176,2
1407,"아니요. 근데 아무래도 왕재수탱이랑 헤어진거 땜에 그런거 같애요.",부영,dysphoria,dysphoria,176,3
1408,"니 생각에 언니가 아직도 못잊어하는거 같디?",범인,dysphoria,dysphoria,176,4
1409,"잘 모르겠어요. 제가 한번 떠볼까요?",부영,dysphoria,dysphoria,176,5
1410,"부르셨습니까?",이상,neutral,neutral,177,0
1411,"내가 아니고 여기 왕검사님께서.",서장,neutral,neutral,177,1
1412,"김경감, 어제 말한 그 서류 말인데요. 낼 아침까지 다시 올려줘야겠어요.",재수,dysphoria,dysphoria,177,2
1413,"그건 다음주에 하기로,",이상,dysphoria,dysphoria,177,3
1414,"아니요. 낼아침까지요. 되겠죠?",재수,dysphoria,dysphoria,177,4
1415,"당연히 되죠. 걱정하지 마십시요.",서장,neutral,neutral,177,5
1416,"나야. 지금 집앞으로 가니까 잠깐 나와.",재수,dysphoria,dysphoria,178,0
1417,"커피 배달이요.",마탄,neutral,neutral,179,0
1418,"고마워.",이상,euphoria,euphoria,179,1
1419,"진짜 왕재수검사 너무 하는거 아닙니까?",마탄,dysphoria,dysphoria,179,2
1420,"방해하지 마라. 빨랑 하고 가봐야할데가 있다.",이상,dysphoria,dysphoria,179,3
1421,"선배님, 이거 제가 해도 되는거거든요? 오늘 만나기로 하셨다면서 무조건 달려가십시요.",마탄,euphoria,euphoria,179,4
1422,"여기까지 뭐하러 와?",어영,dysphoria,dysphoria,180,0
1423,"너 보고 싶어서.",재수,dysphoria,dysphoria,180,1
1424,"그대로 있어. 잠깐만.",재수,dysphoria,dysphoria,180,2
1425,"정말 오랜만이다. 난 너랑 키스할때가 젤 달콤해. 그리웠어.",재수,euphoria,euphoria,181,0
1426,"너 참 응큼스럽다? 시골내려갔던 너네 엄마가 왜 서울에서 어정거려? 식구들 몰래 만나고 댕기면서 먼짓거릴 했어?",과자,dysphoria,dysphoria,182,0
1427,"먼짓거리 한거 없어요.",우미,dysphoria,dysphoria,182,1
1428,"먼짓거리 한거 없는데 그렇게 기겁을 해? 인사하는건 또 어떻고? 꿈자리가 사납더니 댁을 만날라고 그렸나봐유?",과자,dysphoria,dysphoria,182,2
1429,"어머니 정말 너무하세요.",우미,dysphoria,dysphoria,182,3
1430,"톡까놓고 니엄마 들락거리면 뻔하지 뭘그래?",과자,dysphoria,dysphoria,182,4
1431,"그래요. 결혼해 살면서 비자금인가 뭔가 딴주머니 차는 여자들도 있다 하데요. 근데 저요, 그거 하나는 하늘에 두고 맹세할수 있어요.",우미,dysphoria,dysphoria,182,5
1432,"아무리 약속했어도 그렇지,",과자,dysphoria,dysphoria,182,6
1433,"우리 현찰이만한 사위가 세상천지에 어딨냐? 그돈이면 집을 몇채나 사고도 남았겠다.",과자,dysphoria,dysphoria,183,0
1434,"저 십년동안 그만큼 하고도 남았어요.",우미,dysphoria,dysphoria,183,1
1435,"당신 왜그래?",현찰,dysphoria,dysphoria,184,0
1436,"내가 뭘?",우미,dysphoria,dysphoria,184,1
1437,"어머니한테 뭐하는 짓이야? 장모님 언제 오셨어?",현찰,dysphoria,dysphoria,184,2
1438,"울엄마가 묶어논 돼지야? 언제오든 말든 왜들 상관이야?",우미,dysphoria,dysphoria,184,3
1439,"상관 안하게 생겼어? 장모님 한번 떳다하면 집구석 난리나는거 몰라? 가슴이 울렁거린다고, 알아?",현찰,dysphoria,dysphoria,184,4
1440,"그런식으로 말하지마. 나도 울엄마 밉고 싫어. 그렇지만 당신까지 울엄마한테 그런식으로 말하지마. 말이라도 그렇게 안해주면 안돼?",우미,dysphoria,dysphoria,184,5
1441,"힘들어서 그래. 장모님 한번씩 사고칠때마다 돌아버릴 지경이야. 이래서 부모님 반대하는 결혼은 안했어야 되는데.",현찰,dysphoria,dysphoria,184,6
1442,"지금 뭐라 그랬어?",우미,dysphoria,dysphoria,184,7
1443,"후회한다 그랬다 왜. 내 심정이 그렇단 말도 못하냐? 나보고 나쁘다 소리 하지마. 나도 할만큼 했어.",현찰,dysphoria,dysphoria,184,8
1444,"팀장님?",방범용,neutral,neutral,185,0
1445,"치킨하고 샌드위치에요.",이상,euphoria,euphoria,185,1
1446,"유치장경사님이 빵하고 우유사러 갔는데. 오늘이 아들 생일인가봐요. 집에서 자꾸 전화오든데.",방범용,neutral,neutral,185,2
1447,"오셨어요?",유치장,neutral,neutral,185,3
1448,"제가 지킬테니까 집에 가보세요.",이상,euphoria,euphoria,185,4
1449,"싫습니다.",유치장,neutral,neutral,185,5
1450,"여긴 백프로 안온다면서요. 안오는데 뭐하러 지켜요?",이상,neutral,neutral,185,6
1451,"그러다 만에 하나 나타나면 저만 쳐죽일놈 되죠. 먹어라.",유치장,neutral,neutral,185,7
1452,"빵은 밀렸습니다. 팀장님이 치킨이랑 샌드위치 사오셨거든요.",방범용,euphoria,euphoria,185,8
1453,"뭐하러 그런건 사옵니까? 사비들여 가면서. 들어가 주무세요. 백프로 안옵니다.",유치장,euphoria,euphoria,185,9
1454,"유경사님, 빤스 안입으셨어요?",이상,neutral,neutral,185,10
